customer_id,gender,is_urban,is_married,has_chidren,period,housing_service,get_multi_bonus,web_stability_problem,online_guide_service,is_member,sales_support,pay_after_try,installment_pay,member_type,is_vip,pay_method,avg_month_consumption,total_consumption,is_warning_loss,supplier
3115-JPJDD,Female,0,Yes,No,59,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Mastercard,81.25,4639.45,No,T-Mobile
5600-KTXFM,Male,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,Month,No,Venmo,69.95,143.9,No,T-Mobile
3871-IKPYH,Male,1,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,PayPal,69.1,69.1,Yes,Xfinity
6319-IEJWJ,Male,0,Yes,Yes,20,Yes,No,No,No,No,No,Yes,Yes,Month,Yes,PayPal,90.2,1776.55,Yes,Starlink
9025-AOMKI,Female,0,No,No,6,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,Visa,93.55,536.4,Yes,HughesNet
6339-TBELP,Male,0,No,No,71,Yes,Yes,No,No,Yes,Yes,No,No,Two year,Yes,Mastercard,86.4,6172,No,Verizon
7964-YESJC,Female,0,Yes,No,24,Yes,Yes,Yes,Yes,Yes,No,No,No,Month,No,Venmo,66.3,1559.45,No,AT&T
6173-GOLSU,Male,1,Yes,No,67,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,Mastercard,94.65,6079,No,AT&T
5275-SQEIZ,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Month,Yes,Venmo,80.85,80.85,Yes,Starlink
7716-YTYHG,Female,0,Yes,Yes,48,Yes,Yes,No,No,No,No,No,Yes,One year,Yes,Venmo,82.05,4029.95,Yes,Verizon
9938-ZREHM,Female,0,Yes,No,37,Yes,Yes,No,Yes,No,Yes,No,Yes,One year,No,Venmo,72.1,2658.4,No,Starlink
7950-XWOVN,Male,0,No,No,11,No,other,No,Yes,Yes,No,No,No,Month,No,Venmo,34.7,383.55,No,HughesNet
4390-KYULV,Male,0,Yes,No,3,Yes,No,other,other,other,other,other,other,Month,Yes,Mastercard,20.55,51.15,Yes,Starlink
4647-MUZON,Female,0,Yes,No,18,Yes,No,No,No,Yes,No,Yes,Yes,Month,Yes,Mastercard,95.95,1745.5,No,Xfinity
9702-AIUJO,Male,0,Yes,Yes,50,Yes,No,No,No,No,No,No,No,One year,Yes,Visa,44.8,2230.85,No,AT&T
8849-PRIQJ,Female,0,Yes,Yes,67,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,PayPal,109.4,7281.6,No,AT&T
8851-RAGOV,Female,0,Yes,No,25,Yes,No,Yes,Yes,No,Yes,No,Yes,Month,Yes,Venmo,71.05,1837.7,No,Xfinity
1304-NECVQ,Female,1,No,No,2,Yes,Yes,No,No,Yes,No,No,No,Month,Yes,PayPal,78.55,149.55,Yes,AT&T
5396-IZEPB,Male,0,No,No,9,Yes,No,other,other,other,other,other,other,Month,No,Mastercard,19.7,180.7,No,T-Mobile
1729-VLAZJ,Female,0,No,Yes,10,No,other,Yes,Yes,No,Yes,No,No,One year,No,Venmo,40.25,411.45,No,AT&T
8285-ABVLB,Female,0,Yes,No,70,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,19.85,1328.35,No,AT&T
0701-TJSEF,Male,0,No,No,9,Yes,No,Yes,No,Yes,Yes,No,Yes,Month,Yes,Visa,68.25,576.95,No,T-Mobile
5712-VBOXD,Female,0,No,No,4,Yes,No,other,other,other,other,other,other,Month,Yes,Mastercard,20.15,68.45,No,AT&T
6629-LADHQ,Female,0,No,No,2,Yes,No,Yes,No,No,No,No,No,Month,No,Venmo,50.95,123.05,No,T-Mobile
8945-GRKHX,Female,0,No,Yes,1,Yes,No,No,No,No,No,No,Yes,Month,No,PayPal,78.65,78.65,Yes,Xfinity
1559-DTODC,Male,0,No,No,19,No,other,No,No,No,No,No,No,Month,Yes,Visa,25.15,468.35,No,Verizon
4797-MIWUM,Male,0,Yes,Yes,7,Yes,No,other,other,other,other,other,other,Month,Yes,Visa,20.25,174.7,No,Starlink
6959-UWKHF,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,42.9,42.9,Yes,AT&T
8720-RQSBJ,Male,1,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,PayPal,44.0,44,No,Xfinity
4537-CIBHB,Female,0,Yes,Yes,9,Yes,No,other,other,other,other,other,other,One year,No,Venmo,20.25,172.35,No,Starlink
3815-SLMEF,Female,0,No,No,3,No,other,Yes,No,No,Yes,No,No,Month,No,Venmo,34.25,139.35,Yes,Starlink
5154-VEKBL,Female,0,No,No,9,No,other,Yes,No,Yes,Yes,Yes,Yes,Month,No,Venmo,58.5,539.85,Yes,Verizon
4324-AHJKS,Female,0,No,No,5,Yes,No,Yes,No,Yes,No,No,No,Month,No,Mastercard,55.8,300.4,No,HughesNet
4355-CVPVS,Female,0,Yes,Yes,56,Yes,No,No,No,No,No,Yes,Yes,One year,No,Visa,88.9,4968,No,Starlink
4495-LHSSK,Female,0,No,Yes,18,Yes,Yes,Yes,No,No,No,No,No,Month,No,Venmo,57.65,992.7,No,HughesNet
5655-JSMZM,Male,1,No,No,49,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,96.2,4718.25,Yes,Verizon
5915-ANOEI,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Venmo,79.15,5536.5,No,AT&T
9861-PDSZP,Female,0,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,108.05,7806.6,No,T-Mobile
4505-EXZHB,Female,1,No,No,6,Yes,No,No,No,Yes,No,No,No,Month,No,PayPal,74.4,434.1,Yes,T-Mobile
7225-CBZPL,Male,1,Yes,No,17,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,94.8,1563.9,No,T-Mobile
6704-UTUKK,Male,0,Yes,No,29,No,other,No,No,No,No,Yes,Yes,Month,Yes,PayPal,45.9,1332.4,No,T-Mobile
4587-VVTOX,Female,0,Yes,No,6,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,105.3,545.2,Yes,AT&T
2019-HDCZY,Male,0,Yes,No,63,Yes,Yes,No,No,Yes,No,Yes,Yes,Two year,No,PayPal,102.6,6296.75,No,Verizon
4652-NNHNY,Male,0,Yes,No,16,Yes,Yes,No,No,No,No,No,No,Month,Yes,Visa,73.85,1284.2,Yes,AT&T
8788-DOXSU,Male,0,No,No,59,Yes,No,No,No,Yes,No,No,Yes,One year,Yes,Visa,61.35,3645.5,No,AT&T
7404-JLKQG,Female,0,No,No,3,Yes,No,No,No,Yes,No,Yes,No,Month,No,PayPal,57.55,161.45,No,AT&T
7421-ZLUPA,Female,0,No,No,8,No,other,No,Yes,No,No,No,No,Month,Yes,Venmo,29.25,226.95,No,AT&T
8972-HJWNV,Female,1,Yes,No,7,Yes,Yes,No,No,No,No,No,Yes,Month,Yes,PayPal,84.55,646.85,Yes,HughesNet
3274-NSDWE,Female,0,No,No,68,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,19.6,1441.65,No,Verizon
2632-IVXVF,Female,0,Yes,Yes,68,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mastercard,111.75,7511.3,No,Verizon
3692-JHONH,Female,1,Yes,No,52,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,PayPal,106.5,5621.85,No,AT&T
8915-NNTRC,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mastercard,107.7,7919.8,No,Xfinity
5914-GXMDA,Female,0,Yes,No,32,Yes,No,other,other,other,other,other,other,One year,No,Venmo,19.3,593.2,No,T-Mobile
7463-IFMQU,Female,0,Yes,No,72,Yes,No,other,other,other,other,other,other,Two year,No,Visa,20.05,1423.65,No,Verizon
2920-RNCEZ,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Month,Yes,Mastercard,69.95,69.95,No,Xfinity
2541-YGPKE,Male,0,Yes,Yes,42,Yes,No,Yes,No,No,Yes,No,Yes,One year,No,Mastercard,63.7,2763.35,No,Xfinity
8515-OCTJS,Female,0,No,No,25,Yes,Yes,other,other,other,other,other,other,Two year,No,Mastercard,24.75,692.1,Yes,AT&T
5382-TEMLV,Male,0,No,No,45,Yes,No,Yes,No,No,No,No,No,Month,Yes,Visa,50.9,2298.55,No,Verizon
3441-CGZJH,Female,0,Yes,Yes,43,No,other,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mastercard,60.4,2640.55,No,Verizon
9592-ERDKV,Male,0,Yes,No,37,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,No,Venmo,79.25,2911.8,No,HughesNet
2860-RANUS,Female,1,No,No,20,Yes,Yes,No,No,No,No,No,Yes,Month,Yes,Mastercard,85.8,1727.5,Yes,T-Mobile
5261-QSHQM,Female,0,No,No,4,No,other,No,No,No,No,No,No,Month,Yes,PayPal,24.45,86.6,Yes,Xfinity
4778-IZARL,Male,0,Yes,No,63,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,110.1,6705.7,No,Verizon
0432-CAJZV,Male,0,No,No,3,Yes,No,No,No,No,No,Yes,Yes,Month,No,Venmo,90.7,237.65,No,Verizon
7008-LZVOZ,Male,0,Yes,Yes,66,Yes,Yes,other,other,other,other,other,other,Two year,Yes,Mastercard,25.3,1672.35,No,Xfinity
8868-WOZGU,Male,0,No,No,28,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,105.7,2979.5,Yes,Xfinity
1200-TUZHR,Female,1,No,No,8,Yes,Yes,No,No,No,No,No,Yes,Month,No,PayPal,85.2,695.75,No,HughesNet
9365-CSLBQ,Male,0,No,Yes,71,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,24.35,1654.6,No,Xfinity
1334-FJSVR,Male,0,No,No,1,No,other,No,No,No,No,No,No,Month,Yes,PayPal,24.25,24.25,Yes,AT&T
5884-FBCTL,Female,0,Yes,Yes,72,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,25.1,1857.85,No,AT&T
7130-CTCUS,Male,1,Yes,No,16,Yes,No,Yes,Yes,No,No,No,No,Month,Yes,Visa,54.55,825.1,No,T-Mobile
6242-FEGFD,Male,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Venmo,96.6,6424.25,No,AT&T
7625-XCQRH,Female,0,No,No,11,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,76.5,837.95,Yes,Starlink
6194-HBGQN,Male,0,No,No,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mastercard,81.15,4126.2,No,T-Mobile
7634-WSWDB,Female,0,No,Yes,8,No,other,Yes,No,No,No,No,Yes,Month,Yes,PayPal,38.5,330.8,No,Verizon
6986-IXNDM,Male,0,No,No,14,Yes,No,No,No,No,No,Yes,Yes,Month,Yes,PayPal,92.9,1337.45,No,AT&T
1731-TVIUK,Female,0,No,No,4,Yes,Yes,No,Yes,No,Yes,No,Yes,Month,Yes,PayPal,93.5,362.2,Yes,Starlink
2987-BJXIK,Female,0,No,No,70,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Venmo,84.7,5991.05,No,T-Mobile
9769-TSBZE,Female,0,No,Yes,70,Yes,Yes,Yes,Yes,No,Yes,No,No,Two year,No,PayPal,66.0,4891.5,No,Verizon
0406-BPDVR,Female,1,Yes,No,54,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,Yes,Mastercard,101.5,5373.1,Yes,HughesNet
0618-XWMSS,Male,0,No,Yes,28,Yes,No,Yes,No,No,No,No,No,Month,Yes,Visa,74.9,2068.55,Yes,Verizon
1395-WSWXR,Male,0,No,No,24,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.75,487.05,No,T-Mobile
6023-GSSXW,Female,0,Yes,No,69,Yes,No,No,Yes,No,No,No,Yes,Two year,Yes,Mastercard,61.45,4131.2,No,Starlink
6752-APNJL,Male,0,Yes,Yes,42,Yes,No,Yes,Yes,No,No,No,No,Month,No,Venmo,54.5,2301.15,No,AT&T
5276-KQWHG,Female,1,No,No,2,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,69.6,131.65,Yes,AT&T
0420-HLGXF,Female,1,No,No,39,Yes,Yes,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,99.75,4036,No,HughesNet
7446-KQISO,Male,0,Yes,Yes,45,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,109.75,4900.65,No,HughesNet
9823-EALYC,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Visa,80.85,5727.45,No,Verizon
0582-AVCLN,Female,0,No,No,38,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.3,743.05,No,Starlink
5803-NQJZO,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Visa,67.8,4804.65,No,Xfinity
2565-JSLRY,Male,0,No,No,1,Yes,Yes,other,other,other,other,other,other,Month,Yes,Venmo,24.05,24.05,Yes,Xfinity
2607-DHDAK,Male,0,Yes,Yes,72,Yes,No,other,other,other,other,other,other,Two year,Yes,Mastercard,19.8,1414.65,No,Verizon
1073-XXCZD,Male,0,Yes,No,55,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,25.7,1443.65,No,HughesNet
0743-HRVFF,Female,0,Yes,Yes,51,No,other,No,No,Yes,Yes,Yes,Yes,One year,Yes,PayPal,56.15,2898.95,No,HughesNet
4006-HKYHO,Male,0,No,No,63,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,86.7,5309.5,No,Starlink
3727-JEZTU,Female,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.4,20.4,No,AT&T
8143-ETQTI,Female,0,Yes,Yes,23,Yes,No,other,other,other,other,other,other,Two year,Yes,Venmo,19.65,451.55,No,Xfinity
6689-KXGBO,Female,0,No,No,1,Yes,No,No,Yes,No,No,No,No,Month,No,PayPal,50.55,50.55,Yes,T-Mobile
9667-TKTVZ,Female,0,No,No,2,Yes,Yes,No,No,No,Yes,No,No,Month,Yes,Venmo,54.35,117.05,No,Verizon
3657-COGMW,Female,1,No,No,52,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month,No,Mastercard,108.1,5839.3,No,Xfinity
8570-KLJYJ,Female,0,No,No,36,Yes,Yes,Yes,No,No,No,No,No,One year,No,Venmo,54.45,1893.5,No,Xfinity
7754-IXRMC,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,Venmo,45.35,45.35,No,Starlink
9473-CBZOP,Female,0,No,No,28,Yes,Yes,Yes,No,Yes,No,No,No,One year,No,Venmo,59.0,1654.45,No,Xfinity
2969-WGHQO,Female,0,Yes,Yes,7,Yes,No,Yes,Yes,Yes,No,Yes,No,One year,No,PayPal,69.45,477.05,No,HughesNet
6615-NGGZJ,Male,0,No,No,14,Yes,Yes,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,100.55,1415.55,Yes,Starlink
4334-HOWRP,Male,1,Yes,No,72,No,other,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,64.95,4546,No,Starlink
4255-DDUOU,Female,0,Yes,Yes,1,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,20.5,20.5,Yes,Xfinity
5863-OOKCL,Female,0,No,No,10,Yes,No,other,other,other,other,other,other,Month,No,Venmo,18.85,163.2,No,Xfinity
1686-STUHN,Male,0,No,No,42,Yes,No,other,other,other,other,other,other,One year,No,Visa,19.8,849.9,No,Verizon
1329-VHWNP,Female,0,No,No,7,No,other,No,No,No,No,No,No,Month,No,Visa,25.05,189.95,No,HughesNet
2984-MIIZL,Male,0,No,No,4,Yes,No,No,No,Yes,No,No,No,Month,Yes,Visa,74.8,321.9,Yes,HughesNet
0266-GMEAO,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,114.3,8058.55,No,Starlink
5590-YRFJT,Female,0,Yes,No,20,No,other,No,No,No,No,No,No,Month,Yes,PayPal,24.45,482.8,Yes,Verizon
5574-NXZIU,Male,0,No,No,63,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,109.2,7049.75,No,HughesNet
0019-GFNTW,Female,0,No,No,56,No,other,Yes,Yes,Yes,Yes,No,No,Two year,No,Visa,45.05,2560.1,No,Verizon
4256-ZWTZI,Female,0,No,Yes,5,Yes,No,No,No,No,Yes,No,No,Month,Yes,Venmo,51.0,286.8,No,Verizon
8309-PPCED,Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,110.45,7982.5,No,Starlink
4098-NAUKP,Male,1,Yes,Yes,68,Yes,Yes,No,Yes,Yes,No,No,No,Month,Yes,PayPal,84.65,5683.6,No,Starlink
5196-WPYOW,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,No,Yes,No,No,One year,No,Venmo,60.05,3994.05,No,T-Mobile
4608-LCIMN,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,Month,No,Visa,44.65,369.15,No,AT&T
1485-YDHMM,Male,0,Yes,Yes,52,Yes,Yes,No,Yes,No,Yes,No,Yes,Month,Yes,Visa,93.25,4631.7,No,HughesNet
4054-CUMIA,Female,0,Yes,Yes,18,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,20.25,401.95,No,T-Mobile
0603-TPMIB,Female,0,Yes,Yes,59,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,25.45,1534.05,No,HughesNet
2525-GVKQU,Female,0,No,No,60,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,20.6,1093,No,AT&T
8161-QYMTT,Male,0,No,No,7,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,94.1,701.3,No,Starlink
9581-GVBXT,Male,0,Yes,Yes,59,No,other,Yes,No,Yes,No,No,No,One year,No,Venmo,34.8,1980.3,No,Verizon
5862-BRIXZ,Male,0,No,No,46,No,other,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Visa,60.75,2893.4,No,AT&T
5404-GGUKR,Male,0,No,No,5,Yes,No,No,Yes,No,No,No,No,Month,Yes,PayPal,51.35,262.3,No,Xfinity
3308-JSGML,Male,1,Yes,No,59,No,other,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,64.05,3886.85,No,Verizon
2126-GSEGL,Female,0,Yes,No,70,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,84.8,5917.55,No,HughesNet
3677-TNKIO,Female,0,No,No,14,Yes,No,No,No,No,No,No,No,Month,Yes,Mastercard,71.0,914,Yes,Starlink
0440-QEXBZ,Female,0,No,No,44,Yes,Yes,No,No,No,No,No,No,Month,Yes,Venmo,50.15,2139.1,No,Verizon
2434-EEVDB,Female,0,Yes,No,64,Yes,Yes,Yes,No,Yes,No,Yes,No,Two year,Yes,Mastercard,94.6,5948.7,No,T-Mobile
6762-QVYJO,Female,0,Yes,Yes,58,No,other,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Venmo,59.75,3624.35,No,T-Mobile
6199-IWKGC,Female,1,Yes,No,46,Yes,Yes,No,No,No,Yes,Yes,Yes,One year,No,PayPal,100.25,4753.85,No,T-Mobile
2675-DHUTR,Male,1,Yes,No,58,Yes,Yes,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,98.9,5780.7,No,Starlink
8152-VETUR,Female,0,Yes,No,72,Yes,Yes,No,Yes,No,No,Yes,Yes,Two year,Yes,Mastercard,97.7,6869.7,No,HughesNet
9667-EQRXU,Female,1,No,No,30,No,other,No,No,Yes,No,Yes,No,Month,Yes,PayPal,40.3,1172.95,Yes,HughesNet
7446-YPODE,Male,1,No,No,11,Yes,Yes,Yes,Yes,No,No,No,No,Month,No,Visa,60.25,662.95,No,AT&T
9522-BNTHX,Female,1,No,No,34,No,other,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,56.25,1765.95,No,Xfinity
4676-WLUHT,Male,0,No,No,54,No,other,Yes,Yes,No,No,No,Yes,Two year,No,Visa,46.2,2431.95,No,Xfinity
3329-WDIOK,Female,0,No,No,3,No,other,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,50.6,155.35,Yes,AT&T
7980-MHFLQ,Female,0,Yes,Yes,72,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,24.9,1859.2,No,HughesNet
2873-ZLIWT,Female,0,Yes,Yes,40,Yes,Yes,No,No,Yes,Yes,No,No,Month,Yes,PayPal,84.85,3303.05,Yes,T-Mobile
3415-TAILE,Female,0,Yes,Yes,2,Yes,No,No,No,No,No,Yes,Yes,Month,No,Venmo,65.7,134.35,Yes,HughesNet
0757-WCUUZ,Male,0,Yes,Yes,54,Yes,Yes,No,No,Yes,No,No,Yes,Two year,No,Mastercard,63.35,3409.1,No,Xfinity
1629-DQQVB,Female,0,No,No,14,Yes,No,Yes,No,No,No,No,No,Month,No,Visa,50.1,709.5,No,Verizon
1915-IOFGU,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,PayPal,70.5,70.5,Yes,T-Mobile
3045-XETSH,Female,0,No,No,10,Yes,Yes,No,Yes,Yes,No,No,Yes,Month,Yes,PayPal,94.85,953.45,Yes,T-Mobile
0374-AACSZ,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Month,No,PayPal,50.15,50.15,No,Verizon
7239-HZZCX,Male,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.75,19.75,Yes,Starlink
4872-VXRIL,Male,0,No,No,56,Yes,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Visa,64.65,3665.55,No,Verizon
9140-CZQZZ,Female,0,Yes,No,68,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Visa,79.6,5515.8,No,HughesNet
3423-HHXAO,Female,0,Yes,Yes,14,Yes,No,other,other,other,other,other,other,One year,Yes,Venmo,19.5,272,No,T-Mobile
9938-TKDGL,Male,0,Yes,Yes,68,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,Yes,PayPal,99.55,6668,No,HughesNet
0531-ZZJWQ,Male,1,Yes,No,55,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,74.0,4052.4,No,Starlink
6537-QLGEX,Female,0,No,No,16,No,other,Yes,No,No,No,Yes,No,Month,Yes,PayPal,38.9,664.4,No,Starlink
2688-BHGOG,Male,1,No,No,9,Yes,No,No,No,No,No,No,Yes,Month,Yes,PayPal,79.55,718.55,No,Verizon
7683-CBDKJ,Male,0,Yes,Yes,14,Yes,No,Yes,Yes,No,No,Yes,No,Month,Yes,PayPal,65.45,937.6,Yes,AT&T
0946-CLJTI,Male,1,Yes,No,58,Yes,Yes,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,98.7,5812.6,Yes,Starlink
3160-TYXLT,Male,0,No,No,53,No,other,Yes,Yes,No,No,No,Yes,Month,Yes,Visa,46.3,2546.85,No,Xfinity
1325-USMEC,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mastercard,99.35,6944.5,No,Xfinity
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,95.8,1346.3,No,Starlink
0628-CNQRM,Male,0,Yes,Yes,22,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Visa,67.5,1544.05,Yes,Starlink
5606-AMZBO,Female,0,Yes,No,10,Yes,Yes,Yes,No,No,No,No,No,Month,Yes,Mastercard,78.15,765.15,No,Xfinity
6199-IPCAO,Female,0,Yes,Yes,29,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,26.1,692.55,No,HughesNet
7665-TOALD,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,69.6,69.6,Yes,AT&T
0112-QWPNC,Male,0,Yes,No,49,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,PayPal,84.35,4059.35,Yes,HughesNet
0324-BRPCJ,Female,1,Yes,No,68,Yes,Yes,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,100.2,6851.65,Yes,T-Mobile
2777-PHDEI,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,No,Month,No,PayPal,78.05,78.05,Yes,HughesNet
5640-CAXOA,Female,0,No,No,30,No,other,No,No,No,Yes,No,Yes,One year,Yes,Mastercard,40.35,1187.05,No,T-Mobile
2235-EZAIK,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mastercard,79.2,5401.9,No,Verizon
3847-BAERP,Female,0,No,No,10,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,20.9,247,No,Starlink
1196-AMORA,Male,0,No,No,7,Yes,Yes,No,No,No,No,No,No,Month,No,PayPal,73.6,520,Yes,AT&T
4282-YMKNA,Female,0,No,No,9,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,74.75,706.6,Yes,T-Mobile
1453-RZFON,Female,0,No,Yes,1,Yes,No,Yes,No,No,No,No,No,Month,No,Venmo,49.9,49.9,No,Xfinity
8263-OKETD,Female,0,No,No,20,Yes,Yes,No,Yes,No,Yes,No,Yes,Month,Yes,Mastercard,68.9,1370.35,No,Starlink
0670-KDOMA,Female,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,20.25,20.25,No,HughesNet
2476-YGEFM,Female,0,No,No,29,Yes,Yes,No,No,No,No,No,No,Month,Yes,Mastercard,76.0,2215.25,No,Verizon
8687-BAFGU,Male,0,No,No,1,Yes,No,No,No,No,Yes,No,No,Month,No,PayPal,74.0,74,No,AT&T
0641-EVBOJ,Male,0,No,No,3,Yes,No,Yes,No,No,Yes,No,No,Month,Yes,Venmo,82.3,214.4,No,Xfinity
0829-XXPLX,Female,0,No,No,20,Yes,No,Yes,No,Yes,No,Yes,No,Month,Yes,Visa,89.4,1871.15,No,AT&T
9974-JFBHQ,Male,0,No,Yes,64,Yes,No,No,Yes,No,Yes,Yes,Yes,Month,Yes,Mastercard,99.15,6171.2,No,Verizon
5356-RHIPP,Male,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,20.2,20.2,Yes,Verizon
6624-JDRDS,Female,0,No,No,6,No,other,Yes,No,No,No,No,No,Month,No,Visa,29.45,161.45,No,Starlink
0608-JDVEC,Male,0,Yes,No,50,Yes,No,other,other,other,other,other,other,Two year,No,PayPal,19.8,1013.2,No,Xfinity
9780-FKVVF,Male,0,No,No,6,Yes,No,Yes,No,No,No,No,Yes,Month,Yes,Visa,59.15,336.7,No,T-Mobile
1919-RTPQD,Male,0,Yes,Yes,7,Yes,No,No,No,No,No,No,No,Month,No,PayPal,44.75,333.65,No,Xfinity
5214-NLTIT,Male,0,Yes,Yes,72,Yes,Yes,No,No,Yes,No,No,Yes,Two year,Yes,Mastercard,90.8,6511.8,No,Xfinity
3345-PBBFH,Male,0,Yes,No,8,Yes,No,No,Yes,No,No,No,No,Month,Yes,Visa,49.55,393.45,No,HughesNet
5055-BRMNE,Female,0,Yes,Yes,67,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two year,No,Mastercard,106.7,7009.5,No,AT&T
9189-JWSHV,Female,1,Yes,No,24,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,93.55,2264.05,Yes,Xfinity
